Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1188429,-,-,-,40.17,-75.74,-5,146,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,Temperature,GHI,DHI,DNI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Relative Humidity,Solar Zenith Angle
2015,1,1,0,30,-4,0,0,0,0,0,0,70.55,162.13
2015,1,1,1,30,-4,0,0,0,0,0,0,75.13,155.38
2015,1,1,2,30,-4,0,0,0,0,0,0,74.04,145.26
2015,1,1,3,30,-4,0,0,0,0,0,0,73.25,134.07
2015,1,1,4,30,-4,0,0,0,0,0,0,72.66,122.63
2015,1,1,5,30,-5,0,0,0,0,0,0,78.45,111.3
2015,1,1,6,30,-5,0,0,0,0,0,0,79.51,100.35000000000001
2015,1,1,7,30,-4,0,0,0,0,0,0,75.35000000000001,90.06
2015,1,1,8,30,-2,137,41,601,41,601,137,67.0,80.77
2015,1,1,9,30,0,289,57,790,57,790,289,56.13,72.91
2015,1,1,10,30,0,406,65,873,65,873,406,52.09,67.03
2015,1,1,11,30,1,471,68,910,68,910,471,49.5,63.72
2015,1,1,12,30,2,477,67,915,67,915,477,48.26,63.39
2015,1,1,13,30,2,424,67,880,67,880,424,50.6,66.07000000000001
2015,1,1,14,30,1,318,57,820,57,820,318,57.1,71.43
2015,1,1,15,30,0,173,43,671,43,671,173,66.02,78.91
2015,1,1,16,30,0,25,15,280,15,280,25,68.93,87.92
2015,1,1,17,30,0,0,0,0,0,0,0,69.75,98.03
2015,1,1,18,30,-1,0,0,0,0,0,0,71.7,108.86
2015,1,1,19,30,-1,0,0,0,0,0,0,79.09,120.12
2015,1,1,20,30,-1,0,0,0,0,0,0,81.01,131.56
2015,1,1,21,30,-1,0,0,0,0,0,0,82.53,142.84
2015,1,1,22,30,-1,0,0,0,0,0,0,84.14,153.3
2015,1,1,23,30,-2,0,0,0,0,0,0,84.66,161.1
2015,1,2,0,30,-2,0,0,0,0,0,0,90.79,162.08
2015,1,2,1,30,-2,0,0,0,0,0,0,90.55,155.39000000000001
2015,1,2,2,30,-2,0,0,0,0,0,0,90.27,145.29
2015,1,2,3,30,-2,0,0,0,0,0,0,89.88,134.11
2015,1,2,4,30,-2,0,0,0,0,0,0,89.62,122.67
2015,1,2,5,30,-3,0,0,0,0,0,0,89.37,111.33
2015,1,2,6,30,-3,0,0,0,0,0,0,88.69,100.38
2015,1,2,7,30,-2,0,0,0,0,0,0,81.37,90.07000000000001
2015,1,2,8,30,0,74,59,92,44,530,129,77.72,80.77
2015,1,2,9,30,2,231,82,506,64,717,275,68.92,72.89
2015,1,2,10,30,3,319,119,510,94,725,378,59.32,66.99
2015,1,2,11,30,3,339,167,386,102,766,442,58.38,63.65
2015,1,2,12,30,4,393,120,607,100,779,451,55.17,63.29
2015,1,2,13,30,3,329,131,487,100,731,398,60.24,65.96000000000001
2015,1,2,14,30,2,298,83,671,83,671,298,66.12,71.3
2015,1,2,15,30,1,104,73,161,57,538,162,74.63,78.77
2015,1,2,16,30,0,15,15,0,17,175,24,79.96000000000001,87.79
2015,1,2,17,30,-1,0,0,0,0,0,0,84.43,97.89
2015,1,2,18,30,-1,0,0,0,0,0,0,85.26,108.72
2015,1,2,19,30,-1,0,0,0,0,0,0,85.48,119.98
2015,1,2,20,30,-1,0,0,0,0,0,0,85.72,131.42000000000002
2015,1,2,21,30,-2,0,0,0,0,0,0,88.43,142.70000000000002
2015,1,2,22,30,-2,0,0,0,0,0,0,87.7,153.17000000000002
2015,1,2,23,30,-2,0,0,0,0,0,0,87.28,160.98
2015,1,3,0,30,-2,0,0,0,0,0,0,88.73,162.02
2015,1,3,1,30,-2,0,0,0,0,0,0,86.87,155.39000000000001
2015,1,3,2,30,-3,0,0,0,0,0,0,92.43,145.32
2015,1,3,3,30,-3,0,0,0,0,0,0,91.95,134.15
2015,1,3,4,30,-3,0,0,0,0,0,0,91.76,122.7
2015,1,3,5,30,-3,0,0,0,0,0,0,92.29,111.37
2015,1,3,6,30,-2,0,0,0,0,0,0,86.69,100.4
2015,1,3,7,30,-1,0,0,0,0,0,0,81.7,90.08
2015,1,3,8,30,0,119,50,426,50,426,119,79.13,80.76
2015,1,3,9,30,1,4,4,0,77,602,255,79.24,72.86
2015,1,3,10,30,2,60,60,0,92,691,362,81.22,66.94
2015,1,3,11,30,2,33,33,0,104,710,420,87.11,63.57
2015,1,3,12,30,1,81,81,0,120,664,420,98.19,63.18
2015,1,3,13,30,1,81,81,0,134,556,362,100.0,65.83
2015,1,3,14,30,1,69,69,0,116,464,266,100.0,71.17
2015,1,3,15,30,1,33,33,0,78,313,140,100.0,78.63
2015,1,3,16,30,1,4,4,0,16,35,17,100.0,87.64
2015,1,3,17,30,1,0,0,0,0,0,0,100.0,97.75
2015,1,3,18,30,1,0,0,0,0,0,0,100.0,108.57000000000001
2015,1,3,19,30,1,0,0,0,0,0,0,100.0,119.84
2015,1,3,20,30,1,0,0,0,0,0,0,100.0,131.28
2015,1,3,21,30,2,0,0,0,0,0,0,100.0,142.56
2015,1,3,22,30,2,0,0,0,0,0,0,100.0,153.02
2015,1,3,23,30,1,0,0,0,0,0,0,100.0,160.85
2015,1,4,0,30,1,0,0,0,0,0,0,100.0,161.95000000000002
2015,1,4,1,30,1,0,0,0,0,0,0,100.0,155.38
2015,1,4,2,30,2,0,0,0,0,0,0,100.0,145.34
2015,1,4,3,30,2,0,0,0,0,0,0,100.0,134.18
2015,1,4,4,30,2,0,0,0,0,0,0,100.0,122.73
2015,1,4,5,30,2,0,0,0,0,0,0,100.0,111.39
2015,1,4,6,30,2,0,0,0,0,0,0,100.0,100.42
2015,1,4,7,30,2,0,0,0,0,0,0,100.0,90.09
2015,1,4,8,30,3,16,16,0,47,420,115,100.0,80.75
2015,1,4,9,30,4,21,21,0,69,627,254,98.51,72.83
2015,1,4,10,30,5,21,21,0,92,680,359,100.0,66.88
2015,1,4,11,30,7,68,68,0,85,767,427,97.53,63.480000000000004
2015,1,4,12,30,8,72,72,0,75,805,439,100.0,63.07
2015,1,4,13,30,9,62,62,0,70,785,393,100.0,65.7
2015,1,4,14,30,9,75,75,0,61,720,295,100.0,71.03
2015,1,4,15,30,9,50,50,0,47,565,160,100.0,78.48
2015,1,4,16,30,9,7,7,0,17,180,25,100.0,87.5
2015,1,4,17,30,8,0,0,0,0,0,0,100.0,97.60000000000001
2015,1,4,18,30,8,0,0,0,0,0,0,100.0,108.43
2015,1,4,19,30,7,0,0,0,0,0,0,100.0,119.69
2015,1,4,20,30,6,0,0,0,0,0,0,100.0,131.14000000000001
2015,1,4,21,30,5,0,0,0,0,0,0,100.0,142.41
2015,1,4,22,30,4,0,0,0,0,0,0,95.58,152.87
2015,1,4,23,30,3,0,0,0,0,0,0,90.55,160.71
2015,1,5,0,30,2,0,0,0,0,0,0,88.77,161.87
