Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1197576,-,-,-,39.81,-75.46,-5,49,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,Temperature,GHI,DHI,DNI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Relative Humidity,Solar Zenith Angle
2015,1,1,0,30,-3,0,0,0,0,0,0,80.07000000000001,162.4
2015,1,1,1,30,-3,0,0,0,0,0,0,79.88,155.43
2015,1,1,2,30,-3,0,0,0,0,0,0,78.41,145.17000000000002
2015,1,1,3,30,-3,0,0,0,0,0,0,76.7,133.89000000000001
2015,1,1,4,30,-3,0,0,0,0,0,0,75.84,122.39
2015,1,1,5,30,-3,0,0,0,0,0,0,76.16,111.01
2015,1,1,6,30,-3,0,0,0,0,0,0,77.29,100.02
2015,1,1,7,30,-2,0,0,0,0,0,0,73.18,89.69
2015,1,1,8,30,0,144,42,607,42,607,144,64.52,80.37
2015,1,1,9,30,0,297,59,791,59,791,297,62.18,72.49
2015,1,1,10,30,1,413,67,870,67,870,413,52.410000000000004,66.62
2015,1,1,11,30,2,477,70,906,70,906,477,49.27,63.33
2015,1,1,12,30,3,482,69,912,69,912,482,47.69,63.050000000000004
2015,1,1,13,30,3,427,68,876,68,876,427,49.68,65.81
2015,1,1,14,30,2,266,81,575,59,815,321,55.85,71.26
2015,1,1,15,30,1,121,66,284,44,668,174,65.11,78.82000000000001
2015,1,1,16,30,0,17,17,0,15,274,25,72.18,87.91
2015,1,1,17,30,0,0,0,0,0,0,0,71.81,98.09
2015,1,1,18,30,0,0,0,0,0,0,0,73.62,108.97
2015,1,1,19,30,0,0,0,0,0,0,0,75.71000000000001,120.3
2015,1,1,20,30,0,0,0,0,0,0,0,84.23,131.8
2015,1,1,21,30,0,0,0,0,0,0,0,86.86,143.15
2015,1,1,22,30,0,0,0,0,0,0,0,89.33,153.68
2015,1,1,23,30,-1,0,0,0,0,0,0,89.75,161.52
2015,1,2,0,30,-1,0,0,0,0,0,0,88.96000000000001,162.35
2015,1,2,1,30,-1,0,0,0,0,0,0,88.4,155.44
2015,1,2,2,30,-1,0,0,0,0,0,0,88.08,145.20000000000002
2015,1,2,3,30,-1,0,0,0,0,0,0,88.01,133.93
2015,1,2,4,30,-1,0,0,0,0,0,0,88.0,122.43
2015,1,2,5,30,-1,0,0,0,0,0,0,87.68,111.05
2015,1,2,6,30,-1,0,0,0,0,0,0,87.28,100.05
2015,1,2,7,30,0,0,0,0,0,0,0,80.91,89.71000000000001
2015,1,2,8,30,1,71,62,58,45,541,136,79.27,80.37
2015,1,2,9,30,3,232,89,475,65,719,282,70.47,72.47
2015,1,2,10,30,4,274,158,289,92,738,385,61.25,66.57000000000001
2015,1,2,11,30,5,356,159,437,99,775,448,54.79,63.26
2015,1,2,12,30,5,382,142,526,98,787,456,54.99,62.95
2015,1,2,13,30,5,328,136,465,99,734,401,59.870000000000005,65.7
2015,1,2,14,30,4,260,89,531,84,665,299,65.88,71.13
2015,1,2,15,30,1,121,67,272,59,518,161,81.36,78.68
