"Hour","Temp_degC","Relative_humidity_p","Solar_radiation_wattsperm2","Rainfall_mm","Date","Station","Latitude","Longitude","Data_source"
"22","5.1","97","0","4.3",2015-01-03,"DCHI",39.73,-75.52,"DEOS"
"23","5.6","97","0","3.3",2015-01-03,"DCHI",39.73,-75.52,"DEOS"
"0","5.4","97","0","0.3",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"1","5.2","97","0","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"2","5.2","98","0","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"3","4.9","98","0","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"4","4.5","98","0","0.3",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"5","4.6","98","0","2.3",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"6","4.8","98","0","2.8",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"7","4.9","98","1","0.3",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"8","5.3","98","16","0.8",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"9","6.3","98","31","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"10","8.4","99","39","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"11","9.5","99","45","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"12","10.0","98","64","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"13","10.8","97","60","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"14","11.3","93","64","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"15","11.7","92","31","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"16","11.5","91","5","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"17","11.1","92","0","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"18","12.3","93","0","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"19","13.8","87","0","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"20","12.4","83","0","1.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"21","11.3","77","0","0.3",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"22","11.0","68","0","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"23","10.1","56","0","0.0",2015-01-04,"DCHI",39.73,-75.52,"DEOS"
"0","8.6","52","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"1","7.3","50","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"2","6.1","53","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"3","5.5","54","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"4","4.9","53","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"5","4.6","53","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"6","4.1","51","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"7","3.4","52","10","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"8","2.9","51","65","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"9","2.5","50","262","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
