"Temperature","GHI","DHI","DNI","Clearsky.DHI","Clearsky.DNI","Clearsky.GHI","Solar.Zenith.Angle","Date","Time"
-3,0,0,0,0,0,0,162.31,2015-01-01,2015-01-01 00:30:00
-3,0,0,0,0,0,0,155.41,2015-01-01,2015-01-01 01:30:00
-3,0,0,0,0,0,0,145.19,2015-01-01,2015-01-01 02:30:00
-4,0,0,0,0,0,0,133.94,2015-01-01,2015-01-01 03:30:00
-4,0,0,0,0,0,0,122.46,2015-01-01,2015-01-01 04:30:00
-4,0,0,0,0,0,0,111.09,2015-01-01,2015-01-01 05:30:00
-4,0,0,0,0,0,0,100.12,2015-01-01,2015-01-01 06:30:00
-3,0,0,0,0,0,0,89.8,2015-01-01,2015-01-01 07:30:00
-1,142,42,605,42,605,142,80.49,2015-01-01,2015-01-01 08:30:00
0,294,58,791,58,791,294,72.62,2015-01-01,2015-01-01 09:30:00
1,411,66,872,66,872,411,66.75,2015-01-01,2015-01-01 10:30:00
2,475,69,909,69,909,475,63.46,2015-01-01,2015-01-01 11:30:00
2,481,68,914,68,914,481,63.16,2015-01-01,2015-01-01 12:30:00
2,426,68,877,68,877,426,65.9,2015-01-01,2015-01-01 13:30:00
2,320,58,817,58,817,320,71.32,2015-01-01,2015-01-01 14:30:00
1,173,44,668,44,668,173,78.85,2015-01-01,2015-01-01 15:30:00
0,25,25,0,15,275,25,87.92,2015-01-01,2015-01-01 16:30:00
0,0,0,0,0,0,0,98.08,2015-01-01,2015-01-01 17:30:00
0,0,0,0,0,0,0,108.94,2015-01-01,2015-01-01 18:30:00
-1,0,0,0,0,0,0,120.25,2015-01-01,2015-01-01 19:30:00
-1,0,0,0,0,0,0,131.73,2015-01-01,2015-01-01 20:30:00
-1,0,0,0,0,0,0,143.06,2015-01-01,2015-01-01 21:30:00
-1,0,0,0,0,0,0,153.56,2015-01-01,2015-01-01 22:30:00
-1,0,0,0,0,0,0,161.39,2015-01-01,2015-01-01 23:30:00
-1,0,0,0,0,0,0,162.26,2015-01-02,2015-01-02 00:30:00
-1,0,0,0,0,0,0,155.42,2015-01-02,2015-01-02 01:30:00
-1,0,0,0,0,0,0,145.22,2015-01-02,2015-01-02 02:30:00
-1,0,0,0,0,0,0,133.98,2015-01-02,2015-01-02 03:30:00
-1,0,0,0,0,0,0,122.5,2015-01-02,2015-01-02 04:30:00
-1,0,0,0,0,0,0,111.13,2015-01-02,2015-01-02 05:30:00
-2,0,0,0,0,0,0,100.15,2015-01-02,2015-01-02 06:30:00
-1,0,0,0,0,0,0,89.82,2015-01-02,2015-01-02 07:30:00
1,74,61,79,45,536,134,80.49,2015-01-02,2015-01-02 08:30:00
2,210,103,358,65,720,280,72.6,2015-01-02,2015-01-02 09:30:00
3,319,124,494,94,728,382,66.71,2015-01-02,2015-01-02 10:30:00
4,365,150,478,102,767,446,63.39,2015-01-02,2015-01-02 11:30:00
4,380,142,525,99,784,455,63.07,2015-01-02,2015-01-02 12:30:00
4,325,137,458,100,733,401,65.79,2015-01-02,2015-01-02 13:30:00
3,254,93,499,84,667,299,71.19,2015-01-02,2015-01-02 14:30:00
1,101,74,137,58,528,162,78.72,2015-01-02,2015-01-02 15:30:00
0,14,14,0,17,167,23,87.79,2015-01-02,2015-01-02 16:30:00
-1,0,0,0,0,0,0,97.94,2015-01-02,2015-01-02 17:30:00
-1,0,0,0,0,0,0,108.81,2015-01-02,2015-01-02 18:30:00
-1,0,0,0,0,0,0,120.11,2015-01-02,2015-01-02 19:30:00
-1,0,0,0,0,0,0,131.59,2015-01-02,2015-01-02 20:30:00
-1,0,0,0,0,0,0,142.92,2015-01-02,2015-01-02 21:30:00
-2,0,0,0,0,0,0,153.42,2015-01-02,2015-01-02 22:30:00
-1,0,0,0,0,0,0,161.26,2015-01-02,2015-01-02 23:30:00
-1,0,0,0,0,0,0,162.2,2015-01-03,2015-01-03 00:30:00
-2,0,0,0,0,0,0,155.42,2015-01-03,2015-01-03 01:30:00
-2,0,0,0,0,0,0,145.25,2015-01-03,2015-01-03 02:30:00
-2,0,0,0,0,0,0,134.02,2015-01-03,2015-01-03 03:30:00
-2,0,0,0,0,0,0,122.54,2015-01-03,2015-01-03 04:30:00
-2,0,0,0,0,0,0,111.16,2015-01-03,2015-01-03 05:30:00
-1,0,0,0,0,0,0,100.17,2015-01-03,2015-01-03 06:30:00
0,0,0,0,0,0,0,89.83,2015-01-03,2015-01-03 07:30:00
0,15,15,0,50,442,123,80.49,2015-01-03,2015-01-03 08:30:00
1,25,25,0,78,609,260,72.58,2015-01-03,2015-01-03 09:30:00
2,160,151,22,93,690,367,66.66,2015-01-03,2015-01-03 10:30:00
2,30,30,0,107,706,424,63.31,2015-01-03,2015-01-03 11:30:00
2,71,71,0,122,662,423,62.96,2015-01-03,2015-01-03 12:30:00
2,105,105,0,136,554,364,65.66,2015-01-03,2015-01-03 13:30:00
2,52,52,0,118,457,266,71.06,2015-01-03,2015-01-03 14:30:00
1,29,29,0,80,303,140,78.58,2015-01-03,2015-01-03 15:30:00
1,3,3,0,16,33,17,87.64,2015-01-03,2015-01-03 16:30:00
1,0,0,0,0,0,0,97.79,2015-01-03,2015-01-03 17:30:00
2,0,0,0,0,0,0,108.66,2015-01-03,2015-01-03 18:30:00
2,0,0,0,0,0,0,119.97,2015-01-03,2015-01-03 19:30:00
2,0,0,0,0,0,0,131.45,2015-01-03,2015-01-03 20:30:00
3,0,0,0,0,0,0,142.77,2015-01-03,2015-01-03 21:30:00
2,0,0,0,0,0,0,153.28,2015-01-03,2015-01-03 22:30:00
2,0,0,0,0,0,0,161.13,2015-01-03,2015-01-03 23:30:00
2,0,0,0,0,0,0,162.13,2015-01-04,2015-01-04 00:30:00
2,0,0,0,0,0,0,155.41,2015-01-04,2015-01-04 01:30:00
2,0,0,0,0,0,0,145.27,2015-01-04,2015-01-04 02:30:00
2,0,0,0,0,0,0,134.05,2015-01-04,2015-01-04 03:30:00
2,0,0,0,0,0,0,122.57,2015-01-04,2015-01-04 04:30:00
2,0,0,0,0,0,0,111.19,2015-01-04,2015-01-04 05:30:00
2,0,0,0,0,0,0,100.19,2015-01-04,2015-01-04 06:30:00
3,0,0,0,0,0,0,89.84,2015-01-04,2015-01-04 07:30:00
3,22,22,0,49,416,118,80.48,2015-01-04,2015-01-04 08:30:00
4,22,22,0,71,621,258,72.54,2015-01-04,2015-01-04 09:30:00
6,44,44,0,97,665,361,66.6,2015-01-04,2015-01-04 10:30:00
8,83,83,0,87,757,429,63.22,2015-01-04,2015-01-04 11:30:00
10,101,101,0,75,801,441,62.85,2015-01-04,2015-01-04 12:30:00
11,90,90,0,70,781,393,65.53,2015-01-04,2015-01-04 13:30:00
11,90,90,0,61,716,295,70.92,2015-01-04,2015-01-04 14:30:00
11,73,72,9,47,560,160,78.43,2015-01-04,2015-01-04 15:30:00
11,11,11,0,17,171,24,87.5,2015-01-04,2015-01-04 16:30:00
10,0,0,0,0,0,0,97.65,2015-01-04,2015-01-04 17:30:00
10,0,0,0,0,0,0,108.52,2015-01-04,2015-01-04 18:30:00
9,0,0,0,0,0,0,119.82,2015-01-04,2015-01-04 19:30:00
8,0,0,0,0,0,0,131.3,2015-01-04,2015-01-04 20:30:00
7,0,0,0,0,0,0,142.63,2015-01-04,2015-01-04 21:30:00
6,0,0,0,0,0,0,153.13,2015-01-04,2015-01-04 22:30:00
4,0,0,0,0,0,0,160.99,2015-01-04,2015-01-04 23:30:00
3,0,0,0,0,0,0,162.05,2015-01-05,2015-01-05 00:30:00
2,0,0,0,0,0,0,155.4,2015-01-05,2015-01-05 01:30:00
2,0,0,0,0,0,0,145.29,2015-01-05,2015-01-05 02:30:00
1,0,0,0,0,0,0,134.08,2015-01-05,2015-01-05 03:30:00
0,0,0,0,0,0,0,122.59,2015-01-05,2015-01-05 04:30:00
0,0,0,0,0,0,0,111.21,2015-01-05,2015-01-05 05:30:00
0,0,0,0,0,0,0,100.2,2015-01-05,2015-01-05 06:30:00
0,0,0,0,0,0,0,89.83,2015-01-05,2015-01-05 07:30:00
0,37,37,0,47,557,139,80.46,2015-01-05,2015-01-05 08:30:00
0,293,65,759,65,759,293,72.5,2015-01-05,2015-01-05 09:30:00
0,246,169,193,72,860,414,66.53,2015-01-05,2015-01-05 10:30:00
0,328,182,324,75,901,483,63.13,2015-01-05,2015-01-05 11:30:00
0,492,75,911,75,911,492,62.73,2015-01-05,2015-01-05 12:30:00
0,442,69,896,69,896,442,65.4,2015-01-05,2015-01-05 13:30:00
0,337,57,850,57,850,337,70.77,2015-01-05,2015-01-05 14:30:00
-1,190,42,728,42,728,190,78.28,2015-01-05,2015-01-05 15:30:00
-3,33,16,364,16,364,33,87.34,2015-01-05,2015-01-05 16:30:00
-4,0,0,0,0,0,0,97.5,2015-01-05,2015-01-05 17:30:00
-4,0,0,0,0,0,0,108.37,2015-01-05,2015-01-05 18:30:00
-5,0,0,0,0,0,0,119.68,2015-01-05,2015-01-05 19:30:00
-5,0,0,0,0,0,0,131.16,2015-01-05,2015-01-05 20:30:00
-5,0,0,0,0,0,0,142.48,2015-01-05,2015-01-05 21:30:00
-5,0,0,0,0,0,0,152.98,2015-01-05,2015-01-05 22:30:00
-5,0,0,0,0,0,0,160.85,2015-01-05,2015-01-05 23:30:00
-5,0,0,0,0,0,0,161.97,2015-01-06,2015-01-06 00:30:00
-5,0,0,0,0,0,0,155.38,2015-01-06,2015-01-06 01:30:00
-5,0,0,0,0,0,0,145.3,2015-01-06,2015-01-06 02:30:00
-5,0,0,0,0,0,0,134.1,2015-01-06,2015-01-06 03:30:00
-5,0,0,0,0,0,0,122.61,2015-01-06,2015-01-06 04:30:00
-5,0,0,0,0,0,0,111.23,2015-01-06,2015-01-06 05:30:00
-5,0,0,0,0,0,0,100.21,2015-01-06,2015-01-06 06:30:00
-5,0,0,0,0,0,0,89.83,2015-01-06,2015-01-06 07:30:00
-5,29,29,0,75,326,129,80.43,2015-01-06,2015-01-06 08:30:00
-5,130,118,41,120,538,282,72.45,2015-01-06,2015-01-06 09:30:00
-4,204,170,86,156,614,401,66.45,2015-01-06,2015-01-06 10:30:00
-4,175,170,11,178,642,469,63.03,2015-01-06,2015-01-06 11:30:00
-3,149,149,0,172,668,479,62.61,2015-01-06,2015-01-06 12:30:00
-3,132,132,0,168,611,424,65.26,2015-01-06,2015-01-06 13:30:00
-3,127,122,13,145,512,315,70.62,2015-01-06,2015-01-06 14:30:00
-3,87,77,45,94,372,171,78.12,2015-01-06,2015-01-06 15:30:00
-4,27,27,0,23,81,27,87.19,2015-01-06,2015-01-06 16:30:00
-4,0,0,0,0,0,0,97.34,2015-01-06,2015-01-06 17:30:00
-4,0,0,0,0,0,0,108.21,2015-01-06,2015-01-06 18:30:00
-4,0,0,0,0,0,0,119.52,2015-01-06,2015-01-06 19:30:00
-5,0,0,0,0,0,0,131.01,2015-01-06,2015-01-06 20:30:00
-6,0,0,0,0,0,0,142.32,2015-01-06,2015-01-06 21:30:00
-6,0,0,0,0,0,0,152.82,2015-01-06,2015-01-06 22:30:00
-6,0,0,0,0,0,0,160.7,2015-01-06,2015-01-06 23:30:00
-6,0,0,0,0,0,0,161.87,2015-01-07,2015-01-07 00:30:00
-6,0,0,0,0,0,0,155.35,2015-01-07,2015-01-07 01:30:00
-6,0,0,0,0,0,0,145.3,2015-01-07,2015-01-07 02:30:00
-6,0,0,0,0,0,0,134.11,2015-01-07,2015-01-07 03:30:00
-6,0,0,0,0,0,0,122.63,2015-01-07,2015-01-07 04:30:00
-6,0,0,0,0,0,0,111.24,2015-01-07,2015-01-07 05:30:00
-6,0,0,0,0,0,0,100.21,2015-01-07,2015-01-07 06:30:00
-6,0,0,0,0,0,0,89.81,2015-01-07,2015-01-07 07:30:00
-6,147,52,567,52,567,147,80.4,2015-01-07,2015-01-07 08:30:00
-6,310,77,769,77,769,310,72.4,2015-01-07,2015-01-07 09:30:00
-6,434,96,844,96,844,434,66.37,2015-01-07,2015-01-07 10:30:00
-6,399,122,610,111,865,505,62.92,2015-01-07,2015-01-07 11:30:00
-6,342,185,338,115,861,513,62.47,2015-01-07,2015-01-07 12:30:00
-6,366,110,606,106,843,461,65.11,2015-01-07,2015-01-07 13:30:00
-6,257,106,451,93,763,349,70.46,2015-01-07,2015-01-07 14:30:00
-6,192,72,571,72,571,192,77.96,2015-01-07,2015-01-07 15:30:00
-7,34,25,173,25,173,34,87.03,2015-01-07,2015-01-07 16:30:00
-8,0,0,0,0,0,0,97.18,2015-01-07,2015-01-07 17:30:00
-9,0,0,0,0,0,0,108.06,2015-01-07,2015-01-07 18:30:00
-10,0,0,0,0,0,0,119.37,2015-01-07,2015-01-07 19:30:00
-11,0,0,0,0,0,0,130.85,2015-01-07,2015-01-07 20:30:00
-11,0,0,0,0,0,0,142.17,2015-01-07,2015-01-07 21:30:00
-12,0,0,0,0,0,0,152.66,2015-01-07,2015-01-07 22:30:00
-12,0,0,0,0,0,0,160.54,2015-01-07,2015-01-07 23:30:00
-12,0,0,0,0,0,0,161.77,2015-01-08,2015-01-08 00:30:00
-13,0,0,0,0,0,0,155.31,2015-01-08,2015-01-08 01:30:00
-13,0,0,0,0,0,0,145.29,2015-01-08,2015-01-08 02:30:00
-13,0,0,0,0,0,0,134.12,2015-01-08,2015-01-08 03:30:00
-13,0,0,0,0,0,0,122.64,2015-01-08,2015-01-08 04:30:00
-13,0,0,0,0,0,0,111.24,2015-01-08,2015-01-08 05:30:00
-13,0,0,0,0,0,0,100.2,2015-01-08,2015-01-08 06:30:00
-12,0,0,0,0,0,0,89.79,2015-01-08,2015-01-08 07:30:00
-11,150,48,606,48,606,150,80.36,2015-01-08,2015-01-08 08:30:00
-9,311,74,780,74,780,311,72.34,2015-01-08,2015-01-08 09:30:00
-8,432,99,828,99,828,432,66.28,2015-01-08,2015-01-08 10:30:00
-8,503,104,872,104,872,503,62.8,2015-01-08,2015-01-08 11:30:00
-7,512,101,886,101,886,512,62.33,2015-01-08,2015-01-08 12:30:00
-7,460,91,872,91,872,460,64.95,2015-01-08,2015-01-08 13:30:00
-7,350,77,809,77,809,350,70.3,2015-01-08,2015-01-08 14:30:00
-8,82,77,20,57,665,197,77.8,2015-01-08,2015-01-08 15:30:00
-9,38,21,303,21,303,38,86.86,2015-01-08,2015-01-08 16:30:00
-10,0,0,0,0,0,0,97.02,2015-01-08,2015-01-08 17:30:00
-10,0,0,0,0,0,0,107.9,2015-01-08,2015-01-08 18:30:00
-10,0,0,0,0,0,0,119.21,2015-01-08,2015-01-08 19:30:00
-9,0,0,0,0,0,0,130.69,2015-01-08,2015-01-08 20:30:00
-9,0,0,0,0,0,0,142.01,2015-01-08,2015-01-08 21:30:00
-9,0,0,0,0,0,0,152.5,2015-01-08,2015-01-08 22:30:00
-8,0,0,0,0,0,0,160.38,2015-01-08,2015-01-08 23:30:00
-7,0,0,0,0,0,0,161.66,2015-01-09,2015-01-09 00:30:00
-7,0,0,0,0,0,0,155.27,2015-01-09,2015-01-09 01:30:00
-6,0,0,0,0,0,0,145.28,2015-01-09,2015-01-09 02:30:00
-6,0,0,0,0,0,0,134.12,2015-01-09,2015-01-09 03:30:00
-5,0,0,0,0,0,0,122.64,2015-01-09,2015-01-09 04:30:00
-5,0,0,0,0,0,0,111.24,2015-01-09,2015-01-09 05:30:00
-5,0,0,0,0,0,0,100.19,2015-01-09,2015-01-09 06:30:00
-5,0,0,0,0,0,0,89.77,2015-01-09,2015-01-09 07:30:00
-4,42,42,0,53,526,141,80.31,2015-01-09,2015-01-09 08:30:00
-2,127,117,32,79,725,299,72.27,2015-01-09,2015-01-09 09:30:00
-1,350,103,611,93,826,427,66.19,2015-01-09,2015-01-09 10:30:00
0,387,145,527,103,865,501,62.68,2015-01-09,2015-01-09 11:30:00
0,259,207,112,106,873,513,62.19,2015-01-09,2015-01-09 12:30:00
0,462,101,847,101,847,462,64.79,2015-01-09,2015-01-09 13:30:00
0,353,86,786,86,786,353,70.13,2015-01-09,2015-01-09 14:30:00
-1,203,59,673,59,673,203,77.63,2015-01-09,2015-01-09 15:30:00
-3,42,22,349,22,349,42,86.7,2015-01-09,2015-01-09 16:30:00
-4,0,0,0,0,0,0,96.86,2015-01-09,2015-01-09 17:30:00
-5,0,0,0,0,0,0,107.74,2015-01-09,2015-01-09 18:30:00
-6,0,0,0,0,0,0,119.05,2015-01-09,2015-01-09 19:30:00
-6,0,0,0,0,0,0,130.54,2015-01-09,2015-01-09 20:30:00
-6,0,0,0,0,0,0,141.85,2015-01-09,2015-01-09 21:30:00
-7,0,0,0,0,0,0,152.33,2015-01-09,2015-01-09 22:30:00
-8,0,0,0,0,0,0,160.21,2015-01-09,2015-01-09 23:30:00
-8,0,0,0,0,0,0,161.54,2015-01-10,2015-01-10 00:30:00
-8,0,0,0,0,0,0,155.22,2015-01-10,2015-01-10 01:30:00
-9,0,0,0,0,0,0,145.27,2015-01-10,2015-01-10 02:30:00
-9,0,0,0,0,0,0,134.11,2015-01-10,2015-01-10 03:30:00
-9,0,0,0,0,0,0,122.64,2015-01-10,2015-01-10 04:30:00
-10,0,0,0,0,0,0,111.23,2015-01-10,2015-01-10 05:30:00
-11,0,0,0,0,0,0,100.17,2015-01-10,2015-01-10 06:30:00
-10,0,0,0,0,0,0,89.73,2015-01-10,2015-01-10 07:30:00
-9,160,45,680,45,680,160,80.26,2015-01-10,2015-01-10 08:30:00
-8,327,65,856,65,856,327,72.19,2015-01-10,2015-01-10 09:30:00
-7,455,80,925,80,925,455,66.08,2015-01-10,2015-01-10 10:30:00
-6,528,86,958,86,958,528,62.54,2015-01-10,2015-01-10 11:30:00
-6,538,86,962,86,962,538,62.03,2015-01-10,2015-01-10 12:30:00
-6,483,85,928,85,928,483,64.62,2015-01-10,2015-01-10 13:30:00
-6,370,74,862,74,862,370,69.95,2015-01-10,2015-01-10 14:30:00
-7,213,55,726,55,726,213,77.45,2015-01-10,2015-01-10 15:30:00
-8,46,23,375,23,375,46,86.52,2015-01-10,2015-01-10 16:30:00
-9,0,0,0,0,0,0,96.69,2015-01-10,2015-01-10 17:30:00
-10,0,0,0,0,0,0,107.58,2015-01-10,2015-01-10 18:30:00
-10,0,0,0,0,0,0,118.89,2015-01-10,2015-01-10 19:30:00
-10,0,0,0,0,0,0,130.37,2015-01-10,2015-01-10 20:30:00
-11,0,0,0,0,0,0,141.68,2015-01-10,2015-01-10 21:30:00
-11,0,0,0,0,0,0,152.15,2015-01-10,2015-01-10 22:30:00
-10,0,0,0,0,0,0,160.04,2015-01-10,2015-01-10 23:30:00
-10,0,0,0,0,0,0,161.41,2015-01-11,2015-01-11 00:30:00
-9,0,0,0,0,0,0,155.16,2015-01-11,2015-01-11 01:30:00
-8,0,0,0,0,0,0,145.24,2015-01-11,2015-01-11 02:30:00
-8,0,0,0,0,0,0,134.1,2015-01-11,2015-01-11 03:30:00
-8,0,0,0,0,0,0,122.63,2015-01-11,2015-01-11 04:30:00
-8,0,0,0,0,0,0,111.22,2015-01-11,2015-01-11 05:30:00
-8,0,0,0,0,0,0,100.15,2015-01-11,2015-01-11 06:30:00
-7,0,0,0,0,0,0,89.69,2015-01-11,2015-01-11 07:30:00
-5,53,53,0,49,592,150,80.2,2015-01-11,2015-01-11 08:30:00
-2,312,72,782,72,782,312,72.11,2015-01-11,2015-01-11 09:30:00
0,432,98,820,98,820,432,65.97,2015-01-11,2015-01-11 10:30:00
0,394,142,543,100,875,506,62.41,2015-01-11,2015-01-11 11:30:00
1,517,97,891,97,891,517,61.87,2015-01-11,2015-01-11 12:30:00
2,401,79,747,89,869,464,64.45,2015-01-11,2015-01-11 13:30:00
1,275,102,501,77,801,354,69.78,2015-01-11,2015-01-11 14:30:00
0,123,83,185,56,661,202,77.27,2015-01-11,2015-01-11 15:30:00
-1,26,23,46,23,307,43,86.35,2015-01-11,2015-01-11 16:30:00
-1,0,0,0,0,0,0,96.52,2015-01-11,2015-01-11 17:30:00
-1,0,0,0,0,0,0,107.41,2015-01-11,2015-01-11 18:30:00
-1,0,0,0,0,0,0,118.73,2015-01-11,2015-01-11 19:30:00
-1,0,0,0,0,0,0,130.21,2015-01-11,2015-01-11 20:30:00
-1,0,0,0,0,0,0,141.51,2015-01-11,2015-01-11 21:30:00
-1,0,0,0,0,0,0,151.98,2015-01-11,2015-01-11 22:30:00
-1,0,0,0,0,0,0,159.85,2015-01-11,2015-01-11 23:30:00
-1,0,0,0,0,0,0,161.28,2015-01-12,2015-01-12 00:30:00
-1,0,0,0,0,0,0,155.09,2015-01-12,2015-01-12 01:30:00
0,0,0,0,0,0,0,145.21,2015-01-12,2015-01-12 02:30:00
0,0,0,0,0,0,0,134.09,2015-01-12,2015-01-12 03:30:00
0,0,0,0,0,0,0,122.61,2015-01-12,2015-01-12 04:30:00
0,0,0,0,0,0,0,111.2,2015-01-12,2015-01-12 05:30:00
0,0,0,0,0,0,0,100.12,2015-01-12,2015-01-12 06:30:00
0,0,0,0,0,0,0,89.65,2015-01-12,2015-01-12 07:30:00
0,21,21,0,59,415,131,80.14,2015-01-12,2015-01-12 08:30:00
0,36,36,0,84,640,281,72.02,2015-01-12,2015-01-12 09:30:00
0,75,75,0,100,732,399,65.85,2015-01-12,2015-01-12 10:30:00
1,102,102,0,105,780,468,62.26,2015-01-12,2015-01-12 11:30:00
1,121,121,0,103,794,479,61.7,2015-01-12,2015-01-12 12:30:00
1,137,137,0,101,756,429,64.27,2015-01-12,2015-01-12 13:30:00
1,85,85,0,96,656,325,69.59,2015-01-12,2015-01-12 14:30:00
0,66,66,0,76,476,183,77.09,2015-01-12,2015-01-12 15:30:00
0,13,13,0,28,156,38,86.17,2015-01-12,2015-01-12 16:30:00
0,0,0,0,0,0,0,96.35,2015-01-12,2015-01-12 17:30:00
0,0,0,0,0,0,0,107.24,2015-01-12,2015-01-12 18:30:00
0,0,0,0,0,0,0,118.56,2015-01-12,2015-01-12 19:30:00
0,0,0,0,0,0,0,130.04,2015-01-12,2015-01-12 20:30:00
0,0,0,0,0,0,0,141.34,2015-01-12,2015-01-12 21:30:00
0,0,0,0,0,0,0,151.8,2015-01-12,2015-01-12 22:30:00
0,0,0,0,0,0,0,159.67,2015-01-12,2015-01-12 23:30:00
0,0,0,0,0,0,0,161.14,2015-01-13,2015-01-13 00:30:00
0,0,0,0,0,0,0,155.02,2015-01-13,2015-01-13 01:30:00
0,0,0,0,0,0,0,145.18,2015-01-13,2015-01-13 02:30:00
-1,0,0,0,0,0,0,134.06,2015-01-13,2015-01-13 03:30:00
-2,0,0,0,0,0,0,122.59,2015-01-13,2015-01-13 04:30:00
-4,0,0,0,0,0,0,111.17,2015-01-13,2015-01-13 05:30:00
-5,0,0,0,0,0,0,100.08,2015-01-13,2015-01-13 06:30:00
-6,0,0,0,0,0,0,89.6,2015-01-13,2015-01-13 07:30:00
-5,156,40,674,40,674,156,80.06,2015-01-13,2015-01-13 08:30:00
-4,318,54,850,54,850,318,71.92,2015-01-13,2015-01-13 09:30:00
-3,440,67,907,67,907,440,65.73,2015-01-13,2015-01-13 10:30:00
-2,511,71,941,71,941,511,62.11,2015-01-13,2015-01-13 11:30:00
-2,521,73,941,73,941,521,61.53,2015-01-13,2015-01-13 12:30:00
-2,471,69,921,69,921,471,64.08,2015-01-13,2015-01-13 13:30:00
-2,292,93,566,61,864,365,69.4,2015-01-13,2015-01-13 14:30:00
-4,154,73,358,48,740,216,76.9,2015-01-13,2015-01-13 15:30:00
-6,52,22,426,22,426,52,85.99,2015-01-13,2015-01-13 16:30:00
-7,0,0,0,0,0,0,96.17,2015-01-13,2015-01-13 17:30:00
-8,0,0,0,0,0,0,107.07,2015-01-13,2015-01-13 18:30:00
-9,0,0,0,0,0,0,118.39,2015-01-13,2015-01-13 19:30:00
-9,0,0,0,0,0,0,129.88,2015-01-13,2015-01-13 20:30:00
-9,0,0,0,0,0,0,141.17,2015-01-13,2015-01-13 21:30:00
-9,0,0,0,0,0,0,151.61,2015-01-13,2015-01-13 22:30:00
-9,0,0,0,0,0,0,159.48,2015-01-13,2015-01-13 23:30:00
-9,0,0,0,0,0,0,160.99,2015-01-14,2015-01-14 00:30:00
-9,0,0,0,0,0,0,154.94,2015-01-14,2015-01-14 01:30:00
-9,0,0,0,0,0,0,145.13,2015-01-14,2015-01-14 02:30:00
-9,0,0,0,0,0,0,134.03,2015-01-14,2015-01-14 03:30:00
-9,0,0,0,0,0,0,122.57,2015-01-14,2015-01-14 04:30:00
-9,0,0,0,0,0,0,111.14,2015-01-14,2015-01-14 05:30:00
-9,0,0,0,0,0,0,100.04,2015-01-14,2015-01-14 06:30:00
-8,0,0,0,0,0,0,89.54,2015-01-14,2015-01-14 07:30:00
-7,37,37,0,59,415,131,79.99,2015-01-14,2015-01-14 08:30:00
-6,90,90,0,86,613,278,71.82,2015-01-14,2015-01-14 09:30:00
-4,203,174,70,101,708,393,65.6,2015-01-14,2015-01-14 10:30:00
-2,245,205,85,110,744,460,61.95,2015-01-14,2015-01-14 11:30:00
-1,212,194,37,112,746,470,61.35,2015-01-14,2015-01-14 12:30:00
0,182,170,25,109,713,423,63.89,2015-01-14,2015-01-14 13:30:00
0,108,108,0,95,644,324,69.21,2015-01-14,2015-01-14 14:30:00
-2,42,42,0,72,498,187,76.71,2015-01-14,2015-01-14 15:30:00
-3,42,29,180,29,180,42,85.8,2015-01-14,2015-01-14 16:30:00
-4,0,0,0,0,0,0,95.99,2015-01-14,2015-01-14 17:30:00
-4,0,0,0,0,0,0,106.89,2015-01-14,2015-01-14 18:30:00
-4,0,0,0,0,0,0,118.22,2015-01-14,2015-01-14 19:30:00
-5,0,0,0,0,0,0,129.7,2015-01-14,2015-01-14 20:30:00
-5,0,0,0,0,0,0,140.99,2015-01-14,2015-01-14 21:30:00
-5,0,0,0,0,0,0,151.43,2015-01-14,2015-01-14 22:30:00
-5,0,0,0,0,0,0,159.28,2015-01-14,2015-01-14 23:30:00
-5,0,0,0,0,0,0,160.83,2015-01-15,2015-01-15 00:30:00
-5,0,0,0,0,0,0,154.85,2015-01-15,2015-01-15 01:30:00
-5,0,0,0,0,0,0,145.08,2015-01-15,2015-01-15 02:30:00
-5,0,0,0,0,0,0,134,2015-01-15,2015-01-15 03:30:00
-5,0,0,0,0,0,0,122.53,2015-01-15,2015-01-15 04:30:00
-6,0,0,0,0,0,0,111.1,2015-01-15,2015-01-15 05:30:00
-6,0,0,0,0,0,0,99.99,2015-01-15,2015-01-15 06:30:00
-5,0,0,0,0,0,0,89.47,2015-01-15,2015-01-15 07:30:00
-3,32,32,0,71,359,134,79.9,2015-01-15,2015-01-15 08:30:00
-1,70,70,0,106,572,286,71.7,2015-01-15,2015-01-15 09:30:00
0,199,178,50,124,682,408,65.46,2015-01-15,2015-01-15 10:30:00
0,253,208,94,132,734,479,61.78,2015-01-15,2015-01-15 11:30:00
0,232,205,57,124,763,493,61.16,2015-01-15,2015-01-15 12:30:00
0,448,105,774,105,774,448,63.69,2015-01-15,2015-01-15 13:30:00
0,347,86,728,86,728,347,69.01,2015-01-15,2015-01-15 14:30:00
-1,205,64,606,64,606,205,76.52,2015-01-15,2015-01-15 15:30:00
-3,51,28,300,28,300,51,85.61,2015-01-15,2015-01-15 16:30:00
-4,0,0,0,0,0,0,95.81,2015-01-15,2015-01-15 17:30:00
-5,0,0,0,0,0,0,106.72,2015-01-15,2015-01-15 18:30:00
-5,0,0,0,0,0,0,118.05,2015-01-15,2015-01-15 19:30:00
-5,0,0,0,0,0,0,129.53,2015-01-15,2015-01-15 20:30:00
-4,0,0,0,0,0,0,140.82,2015-01-15,2015-01-15 21:30:00
-4,0,0,0,0,0,0,151.24,2015-01-15,2015-01-15 22:30:00
-4,0,0,0,0,0,0,159.08,2015-01-15,2015-01-15 23:30:00
