"Temperature","GHI","DHI","DNI","Clearsky.DHI","Clearsky.DNI","Clearsky.GHI","Solar.Zenith.Angle","Date","Time"
5,525,196,538,161,720,602,52.29,2015-03-25,2015-03-25 09:30:00
5,186,183,3,252,614,693,44.11,2015-03-25,2015-03-25 10:30:00
4,198,194,5,277,611,752,39.03,2015-03-25,2015-03-25 11:30:00
4,220,214,8,291,592,756,38.36,2015-03-25,2015-03-25 12:30:00
4,195,192,5,268,595,709,42.32,2015-03-25,2015-03-25 13:30:00
4,227,219,12,216,611,611,49.78,2015-03-25,2015-03-25 14:30:00
5,42,42,0,161,593,464,59.37,2015-03-25,2015-03-25 15:30:00
4,55,55,0,123,451,277,70.12,2015-03-25,2015-03-25 16:30:00
2,32,32,0,63,184,90,81.44,2015-03-25,2015-03-25 17:30:00
1,0,0,0,0,0,0,92.92,2015-03-25,2015-03-25 18:30:00
2,0,0,0,0,0,0,104.22,2015-03-25,2015-03-25 19:30:00
2,0,0,0,0,0,0,114.98,2015-03-25,2015-03-25 20:30:00
2,0,0,0,0,0,0,124.64,2015-03-25,2015-03-25 21:30:00
2,0,0,0,0,0,0,132.4,2015-03-25,2015-03-25 22:30:00
2,0,0,0,0,0,0,137.11,2015-03-25,2015-03-25 23:30:00
3,0,0,0,0,0,0,137.68,2015-03-26,2015-03-26 00:30:00
3,0,0,0,0,0,0,133.96,2015-03-26,2015-03-26 01:30:00
3,0,0,0,0,0,0,126.87,2015-03-26,2015-03-26 02:30:00
3,0,0,0,0,0,0,117.61,2015-03-26,2015-03-26 03:30:00
3,0,0,0,0,0,0,107.07,2015-03-26,2015-03-26 04:30:00
3,0,0,0,0,0,0,95.85,2015-03-26,2015-03-26 05:30:00
4,54,38,165,38,165,54,84.36,2015-03-26,2015-03-26 06:30:00
5,50,50,0,91,479,231,72.94,2015-03-26,2015-03-26 07:30:00
7,159,157,5,113,662,424,61.96,2015-03-26,2015-03-26 08:30:00
11,102,102,0,121,770,596,51.94,2015-03-26,2015-03-26 09:30:00
15,329,301,38,132,813,720,43.73,2015-03-26,2015-03-26 10:30:00
17,44,44,0,144,820,785,38.63,2015-03-26,2015-03-26 11:30:00
17,138,138,0,149,815,792,37.98,2015-03-26,2015-03-26 12:30:00
17,35,35,0,172,751,731,41.99,2015-03-26,2015-03-26 13:30:00
17,194,191,5,155,724,625,49.51,2015-03-26,2015-03-26 14:30:00
17,471,131,662,131,662,471,59.14,2015-03-26,2015-03-26 15:30:00
16,68,68,0,104,520,283,69.91,2015-03-26,2015-03-26 16:30:00
15,69,57,77,56,270,97,81.24,2015-03-26,2015-03-26 17:30:00
14,0,0,0,0,0,0,92.72,2015-03-26,2015-03-26 18:30:00
13,0,0,0,0,0,0,104.02,2015-03-26,2015-03-26 19:30:00
12,0,0,0,0,0,0,114.74,2015-03-26,2015-03-26 20:30:00
8,0,0,0,0,0,0,124.37,2015-03-26,2015-03-26 21:30:00
5,0,0,0,0,0,0,132.08,2015-03-26,2015-03-26 22:30:00
4,0,0,0,0,0,0,136.74,2015-03-26,2015-03-26 23:30:00
3,0,0,0,0,0,0,137.28,2015-03-27,2015-03-27 00:30:00
3,0,0,0,0,0,0,133.57,2015-03-27,2015-03-27 01:30:00
2,0,0,0,0,0,0,126.51,2015-03-27,2015-03-27 02:30:00
2,0,0,0,0,0,0,117.26,2015-03-27,2015-03-27 03:30:00
1,0,0,0,0,0,0,106.74,2015-03-27,2015-03-27 04:30:00
1,0,0,0,0,0,0,95.54,2015-03-27,2015-03-27 05:30:00
2,38,35,28,40,210,62,84.05,2015-03-27,2015-03-27 06:30:00
3,36,36,0,87,547,251,72.63,2015-03-27,2015-03-27 07:30:00
5,52,52,0,108,722,452,61.63,2015-03-27,2015-03-27 08:30:00
6,191,188,5,118,820,627,51.58,2015-03-27,2015-03-27 09:30:00
7,269,256,17,125,869,757,43.35,2015-03-27,2015-03-27 10:30:00
8,148,148,0,128,893,830,38.23,2015-03-27,2015-03-27 11:30:00
8,414,364,63,126,903,841,37.6,2015-03-27,2015-03-27 12:30:00
8,599,333,356,121,893,789,41.66,2015-03-27,2015-03-27 13:30:00
8,496,286,321,112,866,677,49.23,2015-03-27,2015-03-27 14:30:00
7,300,229,136,103,793,513,58.9,2015-03-27,2015-03-27 15:30:00
6,314,88,650,88,650,314,69.71,2015-03-27,2015-03-27 16:30:00
4,113,52,388,52,388,113,81.05,2015-03-27,2015-03-27 17:30:00
2,0,0,0,0,0,0,92.53,2015-03-27,2015-03-27 18:30:00
1,0,0,0,0,0,0,103.81,2015-03-27,2015-03-27 19:30:00
0,0,0,0,0,0,0,114.51,2015-03-27,2015-03-27 20:30:00
0,0,0,0,0,0,0,124.1,2015-03-27,2015-03-27 21:30:00
0,0,0,0,0,0,0,131.76,2015-03-27,2015-03-27 22:30:00
0,0,0,0,0,0,0,136.36,2015-03-27,2015-03-27 23:30:00
0,0,0,0,0,0,0,136.89,2015-03-28,2015-03-28 00:30:00
0,0,0,0,0,0,0,133.18,2015-03-28,2015-03-28 01:30:00
0,0,0,0,0,0,0,126.14,2015-03-28,2015-03-28 02:30:00
-1,0,0,0,0,0,0,116.92,2015-03-28,2015-03-28 03:30:00
-1,0,0,0,0,0,0,106.42,2015-03-28,2015-03-28 04:30:00
-1,0,0,0,0,0,0,95.23,2015-03-28,2015-03-28 05:30:00
-1,42,37,47,43,236,69,83.75,2015-03-28,2015-03-28 06:30:00
0,174,118,184,96,548,263,72.31,2015-03-28,2015-03-28 07:30:00
0,342,192,311,126,706,466,61.3,2015-03-28,2015-03-28 08:30:00
1,423,288,214,146,794,643,51.23,2015-03-28,2015-03-28 09:30:00
1,469,355,155,152,856,779,42.96,2015-03-28,2015-03-28 10:30:00
1,603,376,288,161,875,852,37.83,2015-03-28,2015-03-28 11:30:00
1,596,385,265,156,888,863,37.22,2015-03-28,2015-03-28 12:30:00
1,561,355,274,136,903,814,41.34,2015-03-28,2015-03-28 13:30:00
0,518,289,349,122,879,699,48.96,2015-03-28,2015-03-28 14:30:00
0,229,208,39,102,832,534,58.67,2015-03-28,2015-03-28 15:30:00
0,5,5,0,80,725,334,69.5,2015-03-28,2015-03-28 16:30:00
-1,125,48,486,48,486,125,80.85,2015-03-28,2015-03-28 17:30:00
-2,0,0,0,0,0,0,92.33,2015-03-28,2015-03-28 18:30:00
-2,0,0,0,0,0,0,103.6,2015-03-28,2015-03-28 19:30:00
-3,0,0,0,0,0,0,114.28,2015-03-28,2015-03-28 20:30:00
-3,0,0,0,0,0,0,123.82,2015-03-28,2015-03-28 21:30:00
-3,0,0,0,0,0,0,131.43,2015-03-28,2015-03-28 22:30:00
-4,0,0,0,0,0,0,135.99,2015-03-28,2015-03-28 23:30:00
-4,0,0,0,0,0,0,136.49,2015-03-29,2015-03-29 00:30:00
-4,0,0,0,0,0,0,132.79,2015-03-29,2015-03-29 01:30:00
-4,0,0,0,0,0,0,125.77,2015-03-29,2015-03-29 02:30:00
-4,0,0,0,0,0,0,116.58,2015-03-29,2015-03-29 03:30:00
-5,0,0,0,0,0,0,106.1,2015-03-29,2015-03-29 04:30:00
-4,0,0,0,0,0,0,94.92,2015-03-29,2015-03-29 05:30:00
-3,86,35,448,35,448,86,83.44,2015-03-29,2015-03-29 06:30:00
-1,297,65,749,65,749,297,72,2015-03-29,2015-03-29 07:30:00
0,508,83,875,83,875,508,60.97,2015-03-29,2015-03-29 08:30:00
1,689,95,941,95,941,689,50.88,2015-03-29,2015-03-29 09:30:00
3,821,102,976,102,976,821,42.58,2015-03-29,2015-03-29 10:30:00
4,894,104,994,104,994,894,37.44,2015-03-29,2015-03-29 11:30:00
5,901,103,997,103,997,901,36.85,2015-03-29,2015-03-29 12:30:00
6,837,106,967,106,967,837,41.01,2015-03-29,2015-03-29 13:30:00
5,715,100,931,100,931,715,48.69,2015-03-29,2015-03-29 14:30:00
4,545,89,870,89,870,545,58.45,2015-03-29,2015-03-29 15:30:00
2,341,73,759,73,759,341,69.3,2015-03-29,2015-03-29 16:30:00
0,128,47,503,47,503,128,80.66,2015-03-29,2015-03-29 17:30:00
-2,0,0,0,0,0,0,92.14,2015-03-29,2015-03-29 18:30:00
-1,0,0,0,0,0,0,103.39,2015-03-29,2015-03-29 19:30:00
-1,0,0,0,0,0,0,114.04,2015-03-29,2015-03-29 20:30:00
-1,0,0,0,0,0,0,123.55,2015-03-29,2015-03-29 21:30:00
-1,0,0,0,0,0,0,131.11,2015-03-29,2015-03-29 22:30:00
-1,0,0,0,0,0,0,135.62,2015-03-29,2015-03-29 23:30:00
0,0,0,0,0,0,0,136.09,2015-03-30,2015-03-30 00:30:00
0,0,0,0,0,0,0,132.4,2015-03-30,2015-03-30 01:30:00
0,0,0,0,0,0,0,125.41,2015-03-30,2015-03-30 02:30:00
0,0,0,0,0,0,0,116.24,2015-03-30,2015-03-30 03:30:00
0,0,0,0,0,0,0,105.78,2015-03-30,2015-03-30 04:30:00
0,0,0,0,0,0,0,94.61,2015-03-30,2015-03-30 05:30:00
0,18,18,0,50,169,70,83.13,2015-03-30,2015-03-30 06:30:00
2,79,79,0,107,490,261,71.69,2015-03-30,2015-03-30 07:30:00
4,233,204,60,135,669,463,60.65,2015-03-30,2015-03-30 08:30:00
6,446,290,245,141,794,646,50.53,2015-03-30,2015-03-30 09:30:00
9,561,344,293,140,870,784,42.2,2015-03-30,2015-03-30 10:30:00
10,328,308,25,141,898,858,37.04,2015-03-30,2015-03-30 11:30:00
11,366,336,36,134,911,867,36.47,2015-03-30,2015-03-30 12:30:00
11,561,369,253,139,878,805,40.69,2015-03-30,2015-03-30 13:30:00
11,351,300,77,135,829,685,48.43,2015-03-30,2015-03-30 14:30:00
10,301,234,127,113,778,523,58.22,2015-03-30,2015-03-30 15:30:00
9,327,86,673,86,673,327,69.1,2015-03-30,2015-03-30 16:30:00
7,126,49,466,49,466,126,80.47,2015-03-30,2015-03-30 17:30:00
5,0,0,0,0,0,0,91.94,2015-03-30,2015-03-30 18:30:00
4,0,0,0,0,0,0,103.18,2015-03-30,2015-03-30 19:30:00
4,0,0,0,0,0,0,113.81,2015-03-30,2015-03-30 20:30:00
4,0,0,0,0,0,0,123.28,2015-03-30,2015-03-30 21:30:00
3,0,0,0,0,0,0,130.79,2015-03-30,2015-03-30 22:30:00
2,0,0,0,0,0,0,135.25,2015-03-30,2015-03-30 23:30:00
1,0,0,0,0,0,0,135.7,2015-03-31,2015-03-31 00:30:00
1,0,0,0,0,0,0,132.01,2015-03-31,2015-03-31 01:30:00
0,0,0,0,0,0,0,125.04,2015-03-31,2015-03-31 02:30:00
0,0,0,0,0,0,0,115.9,2015-03-31,2015-03-31 03:30:00
-1,0,0,0,0,0,0,105.46,2015-03-31,2015-03-31 04:30:00
0,0,0,0,0,0,0,94.3,2015-03-31,2015-03-31 05:30:00
2,88,37,403,37,403,88,82.83,2015-03-31,2015-03-31 06:30:00
5,53,53,0,80,621,279,71.38,2015-03-31,2015-03-31 07:30:00
6,110,110,0,128,683,466,60.32,2015-03-31,2015-03-31 08:30:00
7,231,222,14,160,736,632,50.18,2015-03-31,2015-03-31 09:30:00
10,418,351,90,197,738,748,41.83,2015-03-31,2015-03-31 10:30:00
11,431,374,70,201,765,816,36.65,2015-03-31,2015-03-31 11:30:00
11,518,402,143,214,746,817,36.1,2015-03-31,2015-03-31 12:30:00
11,299,282,21,260,633,743,40.37,2015-03-31,2015-03-31 13:30:00
11,176,174,2,247,570,628,48.16,2015-03-31,2015-03-31 14:30:00
10,93,93,0,203,509,473,58,2015-03-31,2015-03-31 15:30:00
9,150,137,35,167,315,281,68.9,2015-03-31,2015-03-31 16:30:00
7,61,60,7,76,96,92,80.28,2015-03-31,2015-03-31 17:30:00
5,0,0,0,0,0,0,91.75,2015-03-31,2015-03-31 18:30:00
3,0,0,0,0,0,0,102.98,2015-03-31,2015-03-31 19:30:00
1,0,0,0,0,0,0,113.57,2015-03-31,2015-03-31 20:30:00
0,0,0,0,0,0,0,123,2015-03-31,2015-03-31 21:30:00
0,0,0,0,0,0,0,130.47,2015-03-31,2015-03-31 22:30:00
0,0,0,0,0,0,0,134.88,2015-03-31,2015-03-31 23:30:00
0,0,0,0,0,0,0,135.31,2015-04-01,2015-04-01 00:30:00
-1,0,0,0,0,0,0,131.63,2015-04-01,2015-04-01 01:30:00
-1,0,0,0,0,0,0,124.68,2015-04-01,2015-04-01 02:30:00
-2,0,0,0,0,0,0,115.56,2015-04-01,2015-04-01 03:30:00
-3,0,0,0,0,0,0,105.14,2015-04-01,2015-04-01 04:30:00
-2,0,0,0,0,0,0,93.99,2015-04-01,2015-04-01 05:30:00
0,97,39,445,39,445,97,82.52,2015-04-01,2015-04-01 06:30:00
2,304,69,723,69,723,304,71.07,2015-04-01,2015-04-01 07:30:00
5,509,87,844,87,844,509,60,2015-04-01,2015-04-01 08:30:00
6,684,100,905,100,905,684,49.83,2015-04-01,2015-04-01 09:30:00
8,811,109,936,109,936,811,41.45,2015-04-01,2015-04-01 10:30:00
9,879,113,949,113,949,879,36.25,2015-04-01,2015-04-01 11:30:00
10,883,117,943,117,943,883,35.72,2015-04-01,2015-04-01 12:30:00
10,817,129,899,129,899,817,40.05,2015-04-01,2015-04-01 13:30:00
10,700,121,862,121,862,700,47.9,2015-04-01,2015-04-01 14:30:00
9,532,112,788,112,788,532,57.77,2015-04-01,2015-04-01 15:30:00
8,334,89,673,89,673,334,68.7,2015-04-01,2015-04-01 16:30:00
5,129,54,434,54,434,129,80.09,2015-04-01,2015-04-01 17:30:00
2,0,0,0,0,0,0,91.56,2015-04-01,2015-04-01 18:30:00
2,0,0,0,0,0,0,102.77,2015-04-01,2015-04-01 19:30:00
3,0,0,0,0,0,0,113.34,2015-04-01,2015-04-01 20:30:00
4,0,0,0,0,0,0,122.73,2015-04-01,2015-04-01 21:30:00
3,0,0,0,0,0,0,130.14,2015-04-01,2015-04-01 22:30:00
1,0,0,0,0,0,0,134.52,2015-04-01,2015-04-01 23:30:00
0,0,0,0,0,0,0,134.92,2015-04-02,2015-04-02 00:30:00
0,0,0,0,0,0,0,131.24,2015-04-02,2015-04-02 01:30:00
0,0,0,0,0,0,0,124.31,2015-04-02,2015-04-02 02:30:00
0,0,0,0,0,0,0,115.22,2015-04-02,2015-04-02 03:30:00
0,0,0,0,0,0,0,104.82,2015-04-02,2015-04-02 04:30:00
0,0,0,0,0,0,0,93.68,2015-04-02,2015-04-02 05:30:00
2,90,47,324,47,324,90,82.22,2015-04-02,2015-04-02 06:30:00
6,285,90,594,90,594,285,70.76,2015-04-02,2015-04-02 07:30:00
9,486,114,736,114,736,486,59.68,2015-04-02,2015-04-02 08:30:00
12,658,130,813,130,813,658,49.49,2015-04-02,2015-04-02 09:30:00
13,788,135,866,135,866,788,41.08,2015-04-02,2015-04-02 10:30:00
14,857,143,880,143,880,857,35.86,2015-04-02,2015-04-02 11:30:00
15,748,292,559,148,872,860,35.35,2015-04-02,2015-04-02 12:30:00
14,718,243,618,167,811,791,39.73,2015-04-02,2015-04-02 13:30:00
14,621,185,648,159,761,673,47.64,2015-04-02,2015-04-02 14:30:00
14,470,138,618,140,682,506,57.55,2015-04-02,2015-04-02 15:30:00
13,247,136,303,119,511,306,68.5,2015-04-02,2015-04-02 16:30:00
11,41,41,0,71,238,112,79.9,2015-04-02,2015-04-02 17:30:00
11,0,0,0,0,0,0,91.36,2015-04-02,2015-04-02 18:30:00
11,0,0,0,0,0,0,102.56,2015-04-02,2015-04-02 19:30:00
10,0,0,0,0,0,0,113.1,2015-04-02,2015-04-02 20:30:00
10,0,0,0,0,0,0,122.46,2015-04-02,2015-04-02 21:30:00
10,0,0,0,0,0,0,129.82,2015-04-02,2015-04-02 22:30:00
10,0,0,0,0,0,0,134.15,2015-04-02,2015-04-02 23:30:00
10,0,0,0,0,0,0,134.53,2015-04-03,2015-04-03 00:30:00
11,0,0,0,0,0,0,130.85,2015-04-03,2015-04-03 01:30:00
11,0,0,0,0,0,0,123.95,2015-04-03,2015-04-03 02:30:00
11,0,0,0,0,0,0,114.88,2015-04-03,2015-04-03 03:30:00
11,0,0,0,0,0,0,104.5,2015-04-03,2015-04-03 04:30:00
11,0,0,0,0,0,0,93.38,2015-04-03,2015-04-03 05:30:00
11,15,15,0,54,207,83,81.92,2015-04-03,2015-04-03 06:30:00
12,89,89,0,110,459,264,70.46,2015-04-03,2015-04-03 07:30:00
14,105,105,0,139,615,453,59.36,2015-04-03,2015-04-03 08:30:00
15,148,148,0,152,714,619,49.14,2015-04-03,2015-04-03 09:30:00
16,244,235,11,166,755,738,40.7,2015-04-03,2015-04-03 10:30:00
16,296,282,17,188,750,799,35.47,2015-04-03,2015-04-03 11:30:00
16,209,202,7,207,720,798,34.98,2015-04-03,2015-04-03 12:30:00
16,286,273,18,204,696,742,39.42,2015-04-03,2015-04-03 13:30:00
16,193,189,5,174,685,638,47.38,2015-04-03,2015-04-03 14:30:00
16,148,148,0,145,631,485,57.33,2015-04-03,2015-04-03 15:30:00
16,89,89,0,111,516,302,68.3,2015-04-03,2015-04-03 16:30:00
15,62,61,4,62,308,117,79.71,2015-04-03,2015-04-03 17:30:00
13,0,0,0,0,0,0,91.17,2015-04-03,2015-04-03 18:30:00
13,0,0,0,0,0,0,102.35,2015-04-03,2015-04-03 19:30:00
13,0,0,0,0,0,0,112.87,2015-04-03,2015-04-03 20:30:00
14,0,0,0,0,0,0,122.18,2015-04-03,2015-04-03 21:30:00
14,0,0,0,0,0,0,129.5,2015-04-03,2015-04-03 22:30:00
14,0,0,0,0,0,0,133.78,2015-04-03,2015-04-03 23:30:00
15,0,0,0,0,0,0,134.14,2015-04-04,2015-04-04 00:30:00
14,0,0,0,0,0,0,130.47,2015-04-04,2015-04-04 01:30:00
11,0,0,0,0,0,0,123.59,2015-04-04,2015-04-04 02:30:00
7,0,0,0,0,0,0,114.55,2015-04-04,2015-04-04 03:30:00
5,0,0,0,0,0,0,104.18,2015-04-04,2015-04-04 04:30:00
5,0,0,0,0,0,0,93.07,2015-04-04,2015-04-04 05:30:00
5,100,52,331,52,331,100,81.62,2015-04-04,2015-04-04 06:30:00
6,305,87,643,87,643,305,70.15,2015-04-04,2015-04-04 07:30:00
8,514,102,802,102,802,514,59.04,2015-04-04,2015-04-04 08:30:00
9,541,262,424,112,883,694,48.8,2015-04-04,2015-04-04 09:30:00
9,827,116,932,116,932,827,40.33,2015-04-04,2015-04-04 10:30:00
10,903,112,966,112,966,903,35.08,2015-04-04,2015-04-04 11:30:00
10,911,107,976,107,976,911,34.61,2015-04-04,2015-04-04 12:30:00
10,847,111,949,111,949,847,39.11,2015-04-04,2015-04-04 13:30:00
10,728,103,918,103,918,728,47.12,2015-04-04,2015-04-04 14:30:00
9,558,91,859,91,859,558,57.12,2015-04-04,2015-04-04 15:30:00
8,356,75,754,75,754,356,68.11,2015-04-04,2015-04-04 16:30:00
6,144,49,523,49,523,144,79.52,2015-04-04,2015-04-04 17:30:00
4,0,0,0,0,0,0,90.98,2015-04-04,2015-04-04 18:30:00
3,0,0,0,0,0,0,102.15,2015-04-04,2015-04-04 19:30:00
2,0,0,0,0,0,0,112.64,2015-04-04,2015-04-04 20:30:00
2,0,0,0,0,0,0,121.91,2015-04-04,2015-04-04 21:30:00
1,0,0,0,0,0,0,129.18,2015-04-04,2015-04-04 22:30:00
0,0,0,0,0,0,0,133.42,2015-04-04,2015-04-04 23:30:00
0,0,0,0,0,0,0,133.75,2015-04-05,2015-04-05 00:30:00
0,0,0,0,0,0,0,130.09,2015-04-05,2015-04-05 01:30:00
0,0,0,0,0,0,0,123.23,2015-04-05,2015-04-05 02:30:00
0,0,0,0,0,0,0,114.21,2015-04-05,2015-04-05 03:30:00
0,0,0,0,0,0,0,103.87,2015-04-05,2015-04-05 04:30:00
0,0,0,0,0,0,0,92.77,2015-04-05,2015-04-05 05:30:00
2,106,49,376,49,376,106,81.32,2015-04-05,2015-04-05 06:30:00
6,308,87,641,87,641,308,69.85,2015-04-05,2015-04-05 07:30:00
9,509,109,770,109,770,509,58.73,2015-04-05,2015-04-05 08:30:00
11,679,128,831,128,831,679,48.47,2015-04-05,2015-04-05 09:30:00
12,709,245,605,158,830,795,39.97,2015-04-05,2015-04-05 10:30:00
13,721,315,494,169,841,860,34.69,2015-04-05,2015-04-05 11:30:00
14,727,317,496,165,847,865,34.25,2015-04-05,2015-04-05 12:30:00
14,678,290,497,162,823,804,38.8,2015-04-05,2015-04-05 13:30:00
14,639,178,675,146,796,690,46.87,2015-04-05,2015-04-05 14:30:00
13,526,129,727,129,727,526,56.9,2015-04-05,2015-04-05 15:30:00
12,331,105,601,105,601,331,67.91,2015-04-05,2015-04-05 16:30:00
10,131,66,351,66,351,131,79.33,2015-04-05,2015-04-05 17:30:00
8,0,0,0,0,0,0,90.78,2015-04-05,2015-04-05 18:30:00
7,0,0,0,0,0,0,101.94,2015-04-05,2015-04-05 19:30:00
6,0,0,0,0,0,0,112.4,2015-04-05,2015-04-05 20:30:00
5,0,0,0,0,0,0,121.64,2015-04-05,2015-04-05 21:30:00
4,0,0,0,0,0,0,128.86,2015-04-05,2015-04-05 22:30:00
3,0,0,0,0,0,0,133.06,2015-04-05,2015-04-05 23:30:00
2,0,0,0,0,0,0,133.36,2015-04-06,2015-04-06 00:30:00
2,0,0,0,0,0,0,129.71,2015-04-06,2015-04-06 01:30:00
3,0,0,0,0,0,0,122.87,2015-04-06,2015-04-06 02:30:00
4,0,0,0,0,0,0,113.88,2015-04-06,2015-04-06 03:30:00
3,0,0,0,0,0,0,103.56,2015-04-06,2015-04-06 04:30:00
3,0,0,0,0,0,0,92.47,2015-04-06,2015-04-06 05:30:00
4,92,49,276,64,238,101,81.02,2015-04-06,2015-04-06 06:30:00
6,215,135,229,125,486,295,69.55,2015-04-06,2015-04-06 07:30:00
9,495,151,656,151,656,495,58.41,2015-04-06,2015-04-06 08:30:00
13,671,155,773,155,773,671,48.13,2015-04-06,2015-04-06 09:30:00
16,797,157,831,157,831,797,39.6,2015-04-06,2015-04-06 10:30:00
17,862,164,846,164,846,862,34.31,2015-04-06,2015-04-06 11:30:00
18,865,161,847,161,847,865,33.88,2015-04-06,2015-04-06 12:30:00
19,812,138,861,138,861,812,38.49,2015-04-06,2015-04-06 13:30:00
18,620,205,605,133,814,692,46.62,2015-04-06,2015-04-06 14:30:00
17,421,212,380,123,732,525,56.69,2015-04-06,2015-04-06 15:30:00
16,328,106,586,106,586,328,67.72,2015-04-06,2015-04-06 16:30:00
14,131,66,343,66,343,131,79.15,2015-04-06,2015-04-06 17:30:00
12,0,0,0,0,0,0,90.59,2015-04-06,2015-04-06 18:30:00
11,0,0,0,0,0,0,101.73,2015-04-06,2015-04-06 19:30:00
10,0,0,0,0,0,0,112.17,2015-04-06,2015-04-06 20:30:00
10,0,0,0,0,0,0,121.36,2015-04-06,2015-04-06 21:30:00
10,0,0,0,0,0,0,128.54,2015-04-06,2015-04-06 22:30:00
9,0,0,0,0,0,0,132.69,2015-04-06,2015-04-06 23:30:00
9,0,0,0,0,0,0,132.98,2015-04-07,2015-04-07 00:30:00
9,0,0,0,0,0,0,129.33,2015-04-07,2015-04-07 01:30:00
10,0,0,0,0,0,0,122.52,2015-04-07,2015-04-07 02:30:00
9,0,0,0,0,0,0,113.55,2015-04-07,2015-04-07 03:30:00
9,0,0,0,0,0,0,103.24,2015-04-07,2015-04-07 04:30:00
9,0,0,0,0,0,0,92.17,2015-04-07,2015-04-07 05:30:00
11,28,28,0,61,248,101,80.73,2015-04-07,2015-04-07 06:30:00
14,151,136,42,99,544,292,69.25,2015-04-07,2015-04-07 07:30:00
16,117,117,0,115,707,488,58.1,2015-04-07,2015-04-07 08:30:00
18,176,174,2,126,787,654,47.8,2015-04-07,2015-04-07 09:30:00
19,368,333,45,135,824,774,39.24,2015-04-07,2015-04-07 10:30:00
20,324,306,21,148,827,835,33.93,2015-04-07,2015-04-07 11:30:00
20,517,413,124,160,809,835,33.52,2015-04-07,2015-04-07 12:30:00
20,399,353,58,172,764,773,38.19,2015-04-07,2015-04-07 13:30:00
19,323,291,45,178,687,653,46.37,2015-04-07,2015-04-07 14:30:00
18,140,140,0,166,592,493,56.47,2015-04-07,2015-04-07 15:30:00
16,64,64,0,153,383,300,67.53,2015-04-07,2015-04-07 16:30:00
15,24,24,0,84,152,114,78.96,2015-04-07,2015-04-07 17:30:00
13,0,0,0,0,0,0,90.4,2015-04-07,2015-04-07 18:30:00
10,0,0,0,0,0,0,101.52,2015-04-07,2015-04-07 19:30:00
8,0,0,0,0,0,0,111.93,2015-04-07,2015-04-07 20:30:00
6,0,0,0,0,0,0,121.09,2015-04-07,2015-04-07 21:30:00
6,0,0,0,0,0,0,128.22,2015-04-07,2015-04-07 22:30:00
5,0,0,0,0,0,0,132.33,2015-04-07,2015-04-07 23:30:00
5,0,0,0,0,0,0,132.6,2015-04-08,2015-04-08 00:30:00
5,0,0,0,0,0,0,128.96,2015-04-08,2015-04-08 01:30:00
4,0,0,0,0,0,0,122.16,2015-04-08,2015-04-08 02:30:00
4,0,0,0,0,0,0,113.22,2015-04-08,2015-04-08 03:30:00
4,0,0,0,0,0,0,102.93,2015-04-08,2015-04-08 04:30:00
4,0,0,0,0,0,0,91.87,2015-04-08,2015-04-08 05:30:00
4,9,9,0,73,107,91,80.44,2015-04-08,2015-04-08 06:30:00
5,64,64,0,165,297,271,68.96,2015-04-08,2015-04-08 07:30:00
5,70,70,0,211,465,459,57.8,2015-04-08,2015-04-08 08:30:00
5,94,94,0,228,587,625,47.47,2015-04-08,2015-04-08 09:30:00
6,226,219,8,254,627,743,38.87,2015-04-08,2015-04-08 10:30:00
6,130,130,0,261,658,810,33.54,2015-04-08,2015-04-08 11:30:00
6,146,146,0,247,686,822,33.16,2015-04-08,2015-04-08 12:30:00
6,144,144,0,245,660,766,37.88,2015-04-08,2015-04-08 13:30:00
6,81,81,0,223,625,657,46.12,2015-04-08,2015-04-08 14:30:00
5,70,70,0,190,559,501,56.26,2015-04-08,2015-04-08 15:30:00
5,86,86,0,155,407,312,67.34,2015-04-08,2015-04-08 16:30:00
4,10,10,0,87,185,123,78.78,2015-04-08,2015-04-08 17:30:00
4,0,0,0,0,0,0,90.21,2015-04-08,2015-04-08 18:30:00
3,0,0,0,0,0,0,101.32,2015-04-08,2015-04-08 19:30:00
3,0,0,0,0,0,0,111.7,2015-04-08,2015-04-08 20:30:00
3,0,0,0,0,0,0,120.82,2015-04-08,2015-04-08 21:30:00
3,0,0,0,0,0,0,127.9,2015-04-08,2015-04-08 22:30:00
3,0,0,0,0,0,0,131.98,2015-04-08,2015-04-08 23:30:00
3,0,0,0,0,0,0,132.22,2015-04-09,2015-04-09 00:30:00
3,0,0,0,0,0,0,128.59,2015-04-09,2015-04-09 01:30:00
2,0,0,0,0,0,0,121.81,2015-04-09,2015-04-09 02:30:00
2,0,0,0,0,0,0,112.89,2015-04-09,2015-04-09 03:30:00
2,0,0,0,0,0,0,102.63,2015-04-09,2015-04-09 04:30:00
2,0,0,0,0,0,0,91.58,2015-04-09,2015-04-09 05:30:00
2,15,15,0,76,176,106,80.15,2015-04-09,2015-04-09 06:30:00
3,50,50,0,151,391,293,68.67,2015-04-09,2015-04-09 07:30:00
4,43,43,0,196,534,484,57.49,2015-04-09,2015-04-09 08:30:00
4,188,185,3,219,635,651,47.14,2015-04-09,2015-04-09 09:30:00
5,213,207,7,241,675,770,38.52,2015-04-09,2015-04-09 10:30:00
6,71,71,0,241,710,835,33.17,2015-04-09,2015-04-09 11:30:00
6,186,181,5,221,738,842,32.81,2015-04-09,2015-04-09 12:30:00
6,138,138,0,221,703,778,37.59,2015-04-09,2015-04-09 13:30:00
5,122,122,0,201,663,663,45.88,2015-04-09,2015-04-09 14:30:00
